file,MAE,error
005948.pth,,'Ground truth not found'
005949.pth,,'Ground truth not found'
005950.pth,,'Ground truth not found'
005951.pth,,'Ground truth not found'
005952.pth,978735.1875,
005953.pth,978649.0,
005954.pth,978616.375,
005955.pth,978614.1875,
005956.pth,978668.8125,
005957.pth,978682.0,
005958.pth,978630.375,
005959.pth,978644.875,
005960.pth,978670.375,
005961.pth,978693.6875,
005962.pth,978723.1875,
005963.pth,978792.3125,
005964.pth,978768.125,
005965.pth,978762.875,
005966.pth,978755.6875,
005967.pth,978741.875,
005968.pth,978724.0,
005969.pth,978709.875,
005970.pth,978718.125,
005971.pth,978794.8125,
005972.pth,978756.8125,
005973.pth,978768.0,
005974.pth,978786.875,
005975.pth,978809.3125,
005976.pth,978824.0,
005977.pth,978819.375,
005978.pth,978808.0,
005979.pth,978804.1875,
005980.pth,978840.0,
005981.pth,978841.625,
005982.pth,978859.6875,
005983.pth,978887.375,
005984.pth,978900.3125,
005985.pth,978889.625,
005986.pth,978866.875,
005987.pth,978838.0,
005988.pth,978811.8125,
005989.pth,978804.1875,
005990.pth,978829.6875,
005991.pth,978829.125,
005992.pth,978856.8125,
005993.pth,978896.625,
005994.pth,978939.375,
005995.pth,978968.625,
005996.pth,978976.1875,
005997.pth,978959.8125,
005998.pth,978918.875,
005999.pth,978877.3125,
006000.pth,978851.1875,
006001.pth,,'Ground truth not found'
006002.pth,,'Ground truth not found'
006003.pth,,'Ground truth not found'
006004.pth,,'Ground truth not found'
006005.pth,,'Ground truth not found'
006006.pth,,'Ground truth not found'
006007.pth,,'Ground truth not found'
006008.pth,,'Ground truth not found'
006009.pth,,'Ground truth not found'
006010.pth,,'Ground truth not found'
006011.pth,,'Ground truth not found'
006012.pth,,'Ground truth not found'
006013.pth,,'Ground truth not found'
006014.pth,,'Ground truth not found'
006015.pth,,'Ground truth not found'
006016.pth,978609.625,
006017.pth,978610.0,
006018.pth,978646.625,
006019.pth,978621.3125,
006020.pth,978694.375,
006021.pth,978669.125,
006022.pth,978595.3125,
006023.pth,978586.625,
006024.pth,978620.8125,
006025.pth,978589.125,
006026.pth,978573.625,
006027.pth,978602.5,
006028.pth,978585.1875,
006029.pth,978576.8125,
006030.pth,978565.375,
006031.pth,978587.875,
006032.pth,978585.625,
006033.pth,978590.875,
006034.pth,978602.875,
006035.pth,978776.8125,
006036.pth,978725.6875,
006037.pth,978710.1875,
006038.pth,978690.3125,
006039.pth,978695.6875,
006040.pth,978682.6875,
006041.pth,978686.625,
006042.pth,978707.0,
006043.pth,978716.375,
006044.pth,978859.875,
006045.pth,978856.6875,
006046.pth,978862.625,
006047.pth,978849.8125,
006048.pth,978854.5,
006049.pth,978875.0,
006050.pth,978864.1875,
006051.pth,978862.375,
006052.pth,978865.625,
006053.pth,978854.875,
006054.pth,979006.875,
006055.pth,978981.6875,
006056.pth,978979.5,
006057.pth,978967.875,
006058.pth,978965.1875,
006059.pth,978957.1875,
006060.pth,978936.0,
006061.pth,978925.875,
006062.pth,978944.625,
006063.pth,978955.5,
006064.pth,978958.375,
006065.pth,,'Ground truth not found'
006066.pth,,'Ground truth not found'
006067.pth,,'Ground truth not found'
006068.pth,,'Ground truth not found'
006069.pth,,'Ground truth not found'
006070.pth,,'Ground truth not found'
006071.pth,,'Ground truth not found'
006072.pth,,'Ground truth not found'
006073.pth,,'Ground truth not found'
006074.pth,,'Ground truth not found'
006075.pth,,'Ground truth not found'
006076.pth,,'Ground truth not found'
006077.pth,,'Ground truth not found'
006078.pth,,'Ground truth not found'
006079.pth,,'Ground truth not found'
006080.pth,978658.6875,
006081.pth,978654.1875,
006082.pth,978639.625,
006083.pth,978613.3125,
006084.pth,978666.3125,
006085.pth,978615.375,
006086.pth,978578.625,
006087.pth,978605.375,
006088.pth,978661.0,
006089.pth,978659.875,
006090.pth,978651.875,
006091.pth,978669.125,
006092.pth,978691.3125,
006093.pth,978723.875,
006094.pth,978746.625,
006095.pth,978705.1875,
006096.pth,978652.875,
006097.pth,978604.375,
006098.pth,978549.0,
006099.pth,978740.125,
006100.pth,978716.5,
006101.pth,978748.6875,
006102.pth,978760.0,
006103.pth,978780.375,
006104.pth,978825.1875,
006105.pth,978812.6875,
006106.pth,978806.3125,
006107.pth,978793.625,
006108.pth,978911.0,
006109.pth,978904.5,
006110.pth,978899.625,
006111.pth,978888.375,
006112.pth,978886.625,
006113.pth,978860.3125,
006114.pth,978846.6875,
006115.pth,978853.6875,
006116.pth,978862.625,
006117.pth,978862.5,
006118.pth,979013.0,
006119.pth,978987.625,
006120.pth,978975.0,
006121.pth,978962.6875,
006122.pth,978951.8125,
006123.pth,978948.0,
006124.pth,978952.8125,
006125.pth,978954.3125,
006126.pth,978971.5,
006127.pth,978980.1875,
006128.pth,978992.8125,
006129.pth,,'Ground truth not found'
006130.pth,,'Ground truth not found'
006131.pth,,'Ground truth not found'
006132.pth,,'Ground truth not found'
006133.pth,,'Ground truth not found'
006134.pth,,'Ground truth not found'
006135.pth,,'Ground truth not found'
006136.pth,,'Ground truth not found'
006137.pth,,'Ground truth not found'
006138.pth,,'Ground truth not found'
006139.pth,,'Ground truth not found'
006140.pth,,'Ground truth not found'
006141.pth,,'Ground truth not found'
006142.pth,,'Ground truth not found'
006143.pth,,'Ground truth not found'
006144.pth,978683.5,
006145.pth,978633.0,
006146.pth,978596.8125,
006147.pth,978589.375,
006148.pth,978641.375,
006149.pth,978612.8125,
006150.pth,978557.375,
006151.pth,978565.875,
006152.pth,978603.875,
006153.pth,978643.8125,
006154.pth,978676.1875,
006155.pth,978724.1875,
006156.pth,978707.625,
006157.pth,978682.6875,
006158.pth,978678.8125,
006159.pth,978629.125,
006160.pth,978591.375,
006161.pth,978568.3125,
006162.pth,978554.8125,
006163.pth,978744.125,
006164.pth,978682.1875,
006165.pth,978680.375,
006166.pth,978685.375,
006167.pth,978695.625,
006168.pth,978723.8125,
006169.pth,978741.125,
006170.pth,978746.625,
006171.pth,978770.5,
006172.pth,978855.375,
006173.pth,978833.6875,
006174.pth,978797.1875,
006175.pth,978796.375,
006176.pth,978797.0,
006177.pth,978787.6875,
006178.pth,978785.5,
006179.pth,978797.8125,
006180.pth,978810.1875,
006181.pth,978829.875,
006182.pth,978983.625,
006183.pth,978944.5,
006184.pth,978927.625,
006185.pth,978912.1875,
006186.pth,978889.375,
006187.pth,978878.375,
006188.pth,978866.125,
006189.pth,978860.8125,
006190.pth,978863.125,
006191.pth,978882.125,
006192.pth,978914.3125,
006193.pth,,'Ground truth not found'
006194.pth,,'Ground truth not found'
006195.pth,,'Ground truth not found'
006196.pth,,'Ground truth not found'
006197.pth,,'Ground truth not found'
006198.pth,,'Ground truth not found'
006199.pth,,'Ground truth not found'
006200.pth,,'Ground truth not found'
006201.pth,,'Ground truth not found'
006202.pth,,'Ground truth not found'
006203.pth,,'Ground truth not found'
006204.pth,,'Ground truth not found'
006205.pth,,'Ground truth not found'
006206.pth,,'Ground truth not found'
006207.pth,,'Ground truth not found'
006208.pth,978498.6875,
006209.pth,978485.375,
006210.pth,978487.0,
006211.pth,978498.625,
006212.pth,978586.125,
006213.pth,978567.625,
006214.pth,978484.875,
006215.pth,978479.5,
006216.pth,978475.3125,
006217.pth,978471.125,
006218.pth,978470.8125,
006219.pth,978472.375,
006220.pth,978440.375,
006221.pth,978424.625,
006222.pth,978424.8125,
006223.pth,978439.625,
006224.pth,978460.3125,
006225.pth,978468.0,
006226.pth,978480.375,
006227.pth,978699.125,
006228.pth,978636.1875,
006229.pth,978625.5,
006230.pth,978607.3125,
006231.pth,978587.625,
006232.pth,978569.5,
006233.pth,978565.625,
006234.pth,978582.3125,
006235.pth,978621.375,
006236.pth,978850.0,
006237.pth,978833.875,
006238.pth,978815.8125,
006239.pth,978804.1875,
006240.pth,978806.3125,
006241.pth,978814.875,
006242.pth,978825.125,
006243.pth,978831.125,
006244.pth,978833.5,
006245.pth,978837.375,
006246.pth,978999.6875,
006247.pth,978972.6875,
006248.pth,978965.625,
006249.pth,978962.1875,
006250.pth,978955.8125,
006251.pth,978947.3125,
006252.pth,978943.3125,
006253.pth,978945.1875,
006254.pth,978955.6875,
006255.pth,978974.0,
006256.pth,978983.1875,
006257.pth,,'Ground truth not found'
006258.pth,,'Ground truth not found'
006259.pth,,'Ground truth not found'
006260.pth,,'Ground truth not found'
006261.pth,,'Ground truth not found'
006262.pth,,'Ground truth not found'
006263.pth,,'Ground truth not found'
006264.pth,,'Ground truth not found'
006265.pth,,'Ground truth not found'
006266.pth,,'Ground truth not found'
006267.pth,,'Ground truth not found'
006268.pth,,'Ground truth not found'
006269.pth,,'Ground truth not found'
006270.pth,,'Ground truth not found'
006271.pth,,'Ground truth not found'
006272.pth,978678.1875,
006273.pth,978634.375,
006274.pth,978585.5,
006275.pth,978614.3125,
006276.pth,978751.0,
006277.pth,978730.1875,
006278.pth,978611.875,
006279.pth,978581.0,
006280.pth,978612.125,
006281.pth,978645.875,
006282.pth,978634.1875,
006283.pth,978701.125,
006284.pth,978671.375,
006285.pth,978699.625,
006286.pth,978713.1875,
006287.pth,978680.375,
006288.pth,978642.125,
006289.pth,978627.375,
006290.pth,978683.375,
006291.pth,978834.3125,
006292.pth,978755.875,
006293.pth,978729.1875,
006294.pth,978751.1875,
006295.pth,978775.0,
006296.pth,978785.1875,
006297.pth,978772.1875,
006298.pth,978754.8125,
006299.pth,978741.8125,
006300.pth,978838.0,
006301.pth,978819.5,
006302.pth,978828.1875,
006303.pth,978842.625,
006304.pth,978860.625,
006305.pth,978866.8125,
006306.pth,978858.8125,
006307.pth,978844.6875,
006308.pth,978836.875,
006309.pth,978866.5,
006310.pth,978967.0,
006311.pth,978937.375,
006312.pth,978933.1875,
006313.pth,978941.125,
006314.pth,978948.625,
006315.pth,978946.875,
006316.pth,978938.1875,
006317.pth,978924.375,
006318.pth,978912.8125,
006319.pth,978904.8125,
006320.pth,978908.375,
006321.pth,,'Ground truth not found'
006322.pth,,'Ground truth not found'
006323.pth,,'Ground truth not found'
006324.pth,,'Ground truth not found'
006325.pth,,'Ground truth not found'
006326.pth,,'Ground truth not found'
006327.pth,,'Ground truth not found'
006328.pth,,'Ground truth not found'
006329.pth,,'Ground truth not found'
006330.pth,,'Ground truth not found'
006331.pth,,'Ground truth not found'
006332.pth,,'Ground truth not found'
006333.pth,,'Ground truth not found'
006334.pth,,'Ground truth not found'
006335.pth,,'Ground truth not found'
006336.pth,978504.0,
006337.pth,978488.8125,
006338.pth,978481.1875,
006339.pth,978499.0,
006340.pth,978579.1875,
006341.pth,978555.1875,
006342.pth,978477.625,
006343.pth,978488.8125,
006344.pth,978470.125,
006345.pth,978464.125,
006346.pth,978481.125,
006347.pth,978560.1875,
006348.pth,978545.1875,
006349.pth,978534.1875,
006350.pth,978516.0,
006351.pth,978492.625,
006352.pth,978493.375,
006353.pth,978473.0,
006354.pth,978483.6875,
006355.pth,978713.375,
006356.pth,978650.1875,
006357.pth,978650.125,
006358.pth,978655.1875,
006359.pth,978651.125,
006360.pth,978660.5,
006361.pth,978670.5,
006362.pth,978678.0,
006363.pth,978691.0,
006364.pth,978809.6875,
006365.pth,978807.3125,
006366.pth,978804.375,
006367.pth,978798.5,
006368.pth,978793.125,
006369.pth,978789.0,
006370.pth,978802.3125,
006371.pth,978807.0,
006372.pth,978801.875,
006373.pth,978797.0,
006374.pth,978941.8125,
006375.pth,978913.375,
006376.pth,978908.375,
006377.pth,978912.375,
006378.pth,978914.1875,
006379.pth,978915.125,
006380.pth,978926.5,
006381.pth,978940.125,
006382.pth,978946.125,
006383.pth,978946.625,
006384.pth,978951.1875,
006385.pth,,'Ground truth not found'
006386.pth,,'Ground truth not found'
006387.pth,,'Ground truth not found'
006388.pth,,'Ground truth not found'
006389.pth,,'Ground truth not found'
006390.pth,,'Ground truth not found'
006391.pth,,'Ground truth not found'
006392.pth,,'Ground truth not found'
006393.pth,,'Ground truth not found'
006394.pth,,'Ground truth not found'
006395.pth,,'Ground truth not found'
006396.pth,,'Ground truth not found'
006397.pth,,'Ground truth not found'
006398.pth,,'Ground truth not found'
006399.pth,,'Ground truth not found'
006400.pth,978520.8125,
006401.pth,978504.875,
006402.pth,978490.0,
006403.pth,978513.625,
006404.pth,978587.0,
006405.pth,978565.1875,
006406.pth,978492.6875,
006407.pth,978525.625,
006408.pth,978505.625,
006409.pth,978493.8125,
006410.pth,978526.6875,
006411.pth,978645.0,
006412.pth,978633.375,
006413.pth,978615.3125,
006414.pth,978614.375,
006415.pth,978613.1875,
006416.pth,978588.0,
006417.pth,978527.0,
006418.pth,978526.0,
006419.pth,978747.6875,
006420.pth,978695.3125,
006421.pth,978699.375,
006422.pth,978728.6875,
006423.pth,978740.1875,
006424.pth,978741.8125,
006425.pth,978738.6875,
006426.pth,978756.625,
006427.pth,978760.3125,
006428.pth,978872.875,
006429.pth,978862.6875,
006430.pth,978861.125,
006431.pth,978854.0,
006432.pth,978854.125,
006433.pth,978847.125,
006434.pth,978844.875,
006435.pth,978844.875,
006436.pth,978832.5,
006437.pth,978832.125,
006438.pth,978969.625,
006439.pth,978939.125,
006440.pth,978930.5,
006441.pth,978938.625,
006442.pth,978955.125,
006443.pth,978963.0,
006444.pth,978971.8125,
006445.pth,978975.5,
006446.pth,978978.625,
006447.pth,978981.8125,
006448.pth,978990.0,
006449.pth,,'Ground truth not found'
006450.pth,,'Ground truth not found'
006451.pth,,'Ground truth not found'
006452.pth,,'Ground truth not found'
006453.pth,,'Ground truth not found'
006454.pth,,'Ground truth not found'
006455.pth,,'Ground truth not found'
006456.pth,,'Ground truth not found'
006457.pth,,'Ground truth not found'
006458.pth,,'Ground truth not found'
006459.pth,,'Ground truth not found'
006460.pth,,'Ground truth not found'
006461.pth,,'Ground truth not found'
006462.pth,,'Ground truth not found'
006463.pth,,'Ground truth not found'
006464.pth,978575.625,
006465.pth,978562.3125,
006466.pth,978540.125,
006467.pth,978552.8125,
006468.pth,978617.6875,
006469.pth,978576.8125,
006470.pth,978528.625,
006471.pth,978552.375,
006472.pth,978562.1875,
006473.pth,978588.6875,
006474.pth,978572.6875,
006475.pth,978660.875,
006476.pth,978659.3125,
006477.pth,978661.125,
006478.pth,978668.0,
006479.pth,978648.625,
006480.pth,978608.0,
006481.pth,978558.3125,
006482.pth,978539.6875,
006483.pth,978765.875,
006484.pth,978715.8125,
006485.pth,978722.1875,
006486.pth,978740.8125,
006487.pth,978763.625,
006488.pth,978764.8125,
006489.pth,978763.1875,
006490.pth,978765.625,
006491.pth,978767.8125,
006492.pth,978890.625,
006493.pth,978874.625,
006494.pth,978871.375,
006495.pth,978873.625,
006496.pth,978875.625,
006497.pth,978876.375,
006498.pth,978869.625,
006499.pth,978862.6875,
006500.pth,978862.375,
006501.pth,978873.625,
006502.pth,979010.625,
006503.pth,978979.3125,
006504.pth,978962.8125,
006505.pth,978966.1875,
006506.pth,978970.375,
006507.pth,978975.0,
006508.pth,978973.125,
006509.pth,978971.1875,
006510.pth,978968.5,
006511.pth,978976.375,
006512.pth,978991.0,
006513.pth,,'Ground truth not found'
006514.pth,,'Ground truth not found'
006515.pth,,'Ground truth not found'
006516.pth,,'Ground truth not found'
006517.pth,,'Ground truth not found'
006518.pth,,'Ground truth not found'
006519.pth,,'Ground truth not found'
006520.pth,,'Ground truth not found'
006521.pth,,'Ground truth not found'
006522.pth,,'Ground truth not found'
006523.pth,,'Ground truth not found'
006524.pth,,'Ground truth not found'
006525.pth,,'Ground truth not found'
006526.pth,,'Ground truth not found'
006527.pth,,'Ground truth not found'
006528.pth,978963.1875,
006529.pth,978896.0,
006530.pth,978835.625,
006531.pth,978799.625,
006532.pth,978837.625,
006533.pth,978847.1875,
006534.pth,978817.3125,
006535.pth,978804.5,
006536.pth,978822.3125,
006537.pth,978853.5,
006538.pth,978902.0,
006539.pth,978953.5,
006540.pth,978895.375,
006541.pth,978863.375,
006542.pth,978839.875,
006543.pth,978827.625,
006544.pth,978823.875,
006545.pth,978835.625,
006546.pth,978850.8125,
006547.pth,978895.875,
006548.pth,978875.1875,
006549.pth,978864.1875,
006550.pth,978855.375,
006551.pth,978849.375,
006552.pth,978854.1875,
006553.pth,978865.625,
006554.pth,978883.5,
006555.pth,978913.0,
006556.pth,978934.6875,
006557.pth,978917.625,
006558.pth,978899.5,
006559.pth,978889.125,
006560.pth,978883.1875,
006561.pth,978881.125,
006562.pth,978886.0,
006563.pth,978892.5,
006564.pth,978898.8125,
006565.pth,978912.0,
006566.pth,978940.5,
006567.pth,978930.1875,
006568.pth,978923.6875,
006569.pth,978920.375,
006570.pth,978915.875,
006571.pth,978910.1875,
006572.pth,978914.3125,
006573.pth,978917.375,
006574.pth,978922.1875,
006575.pth,978930.875,
006576.pth,978940.8125,
006577.pth,,'Ground truth not found'
006578.pth,,'Ground truth not found'
006579.pth,,'Ground truth not found'
006580.pth,,'Ground truth not found'
006581.pth,,'Ground truth not found'
006582.pth,,'Ground truth not found'
006583.pth,,'Ground truth not found'
006584.pth,,'Ground truth not found'
006585.pth,,'Ground truth not found'
006586.pth,,'Ground truth not found'
006587.pth,,'Ground truth not found'
006588.pth,,'Ground truth not found'
006589.pth,,'Ground truth not found'
006590.pth,,'Ground truth not found'
006591.pth,,'Ground truth not found'
006592.pth,979066.1875,
006593.pth,979010.875,
006594.pth,978959.875,
006595.pth,978926.1875,
006596.pth,978969.5,
006597.pth,978912.375,
006598.pth,978872.3125,
006599.pth,978873.0,
006600.pth,978898.1875,
006601.pth,978938.375,
006602.pth,979003.875,
006603.pth,979049.6875,
006604.pth,978994.1875,
006605.pth,978940.8125,
006606.pth,978892.125,
006607.pth,978872.625,
006608.pth,978850.8125,
006609.pth,978850.125,
006610.pth,978867.125,
006611.pth,978889.1875,
006612.pth,978868.375,
006613.pth,978860.375,
006614.pth,978863.3125,
006615.pth,978874.1875,
006616.pth,978893.1875,
006617.pth,978923.6875,
006618.pth,978969.6875,
006619.pth,979008.8125,
006620.pth,979066.5,
006621.pth,979024.6875,
006622.pth,978991.0,
006623.pth,978953.375,
006624.pth,978915.625,
006625.pth,978894.625,
006626.pth,978880.375,
006627.pth,978878.625,
006628.pth,978875.5,
006629.pth,978886.3125,
006630.pth,978936.375,
006631.pth,978907.3125,
006632.pth,978889.375,
006633.pth,978885.3125,
006634.pth,978891.6875,
006635.pth,978908.3125,
006636.pth,978935.1875,
006637.pth,978974.3125,
006638.pth,979014.625,
006639.pth,979052.1875,
006640.pth,979083.375,
006641.pth,,'Ground truth not found'
006642.pth,,'Ground truth not found'
006643.pth,,'Ground truth not found'
006644.pth,,'Ground truth not found'
006645.pth,,'Ground truth not found'
006646.pth,,'Ground truth not found'
006647.pth,,'Ground truth not found'
006648.pth,,'Ground truth not found'
006649.pth,,'Ground truth not found'
006650.pth,,'Ground truth not found'
006651.pth,,'Ground truth not found'
006652.pth,,'Ground truth not found'
006653.pth,,'Ground truth not found'
006654.pth,,'Ground truth not found'
006655.pth,,'Ground truth not found'
006656.pth,979078.625,
006657.pth,979061.6875,
006658.pth,979048.6875,
006659.pth,979060.5,
006660.pth,979095.6875,
006661.pth,979088.3125,
006662.pth,979059.375,
006663.pth,979030.0,
006664.pth,979021.6875,
006665.pth,979035.125,
006666.pth,979039.6875,
006667.pth,979052.8125,
006668.pth,979031.375,
006669.pth,979022.3125,
006670.pth,979023.125,
006671.pth,979026.6875,
006672.pth,979039.6875,
006673.pth,979066.5,
006674.pth,979076.6875,
006675.pth,979098.625,
006676.pth,979082.375,
006677.pth,979069.375,
006678.pth,979047.8125,
006679.pth,979039.125,
006680.pth,979034.8125,
006681.pth,979033.3125,
006682.pth,979038.375,
006683.pth,979047.6875,
006684.pth,979084.625,
006685.pth,979071.1875,
006686.pth,979068.875,
006687.pth,979065.8125,
006688.pth,979066.0,
006689.pth,979064.125,
006690.pth,979072.125,
006691.pth,979074.5,
006692.pth,979089.5,
006693.pth,979105.875,
006694.pth,979128.6875,
006695.pth,979127.375,
006696.pth,979126.625,
006697.pth,979120.125,
006698.pth,979120.6875,
006699.pth,979121.375,
006700.pth,979117.1875,
006701.pth,979115.0,
006702.pth,979112.375,
006703.pth,979111.375,
006704.pth,979113.625,
006705.pth,,'Ground truth not found'
006706.pth,,'Ground truth not found'
006707.pth,,'Ground truth not found'
006708.pth,,'Ground truth not found'
006709.pth,,'Ground truth not found'
006710.pth,,'Ground truth not found'
006711.pth,,'Ground truth not found'
006712.pth,,'Ground truth not found'
006713.pth,,'Ground truth not found'
006714.pth,,'Ground truth not found'
006715.pth,,'Ground truth not found'
006716.pth,,'Ground truth not found'
006717.pth,,'Ground truth not found'
006718.pth,,'Ground truth not found'
006719.pth,,'Ground truth not found'
006720.pth,978928.5,
006721.pth,978867.1875,
006722.pth,978858.125,
006723.pth,978877.625,
006724.pth,978905.125,
006725.pth,978915.8125,
006726.pth,978874.875,
006727.pth,978844.3125,
006728.pth,978823.375,
006729.pth,978829.625,
006730.pth,978848.0,
006731.pth,978861.8125,
006732.pth,978837.0,
006733.pth,978826.625,
006734.pth,978830.8125,
006735.pth,978836.125,
006736.pth,978856.0,
006737.pth,978869.375,
006738.pth,978895.0,
006739.pth,978934.875,
006740.pth,978906.1875,
006741.pth,978892.625,
006742.pth,978878.125,
006743.pth,978856.125,
006744.pth,978840.0,
006745.pth,978835.375,
006746.pth,978832.875,
006747.pth,978843.625,
006748.pth,978873.875,
006749.pth,978855.0,
006750.pth,978853.625,
006751.pth,978858.375,
006752.pth,978864.8125,
006753.pth,978877.1875,
006754.pth,978898.8125,
006755.pth,978920.8125,
006756.pth,978937.3125,
006757.pth,978949.8125,
006758.pth,979008.375,
006759.pth,978993.375,
006760.pth,978975.875,
006761.pth,978962.875,
006762.pth,978936.1875,
006763.pth,978911.1875,
006764.pth,978895.1875,
006765.pth,978884.5,
006766.pth,978870.875,
006767.pth,978870.875,
006768.pth,978881.5,
006769.pth,,'Ground truth not found'
006770.pth,,'Ground truth not found'
006771.pth,,'Ground truth not found'
006772.pth,,'Ground truth not found'
006773.pth,,'Ground truth not found'
006774.pth,,'Ground truth not found'
006775.pth,,'Ground truth not found'
006776.pth,,'Ground truth not found'
006777.pth,,'Ground truth not found'
006778.pth,,'Ground truth not found'
006779.pth,,'Ground truth not found'
006780.pth,,'Ground truth not found'
006781.pth,,'Ground truth not found'
006782.pth,,'Ground truth not found'
006783.pth,,'Ground truth not found'
006784.pth,978862.3125,
006785.pth,978790.1875,
006786.pth,978736.1875,
006787.pth,978725.1875,
006788.pth,978778.8125,
006789.pth,978785.3125,
006790.pth,978737.625,
006791.pth,978727.375,
006792.pth,978737.6875,
006793.pth,978763.625,
006794.pth,978814.0,
006795.pth,978864.1875,
006796.pth,978828.6875,
006797.pth,978795.3125,
006798.pth,978776.625,
006799.pth,978759.375,
006800.pth,978746.875,
006801.pth,978750.6875,
006802.pth,978766.375,
006803.pth,978800.0,
006804.pth,978771.125,
006805.pth,978767.1875,
006806.pth,978771.3125,
006807.pth,978787.875,
006808.pth,978803.125,
006809.pth,978818.5,
006810.pth,978834.375,
006811.pth,978858.8125,
006812.pth,978897.1875,
006813.pth,978885.1875,
006814.pth,978865.875,
006815.pth,978853.8125,
006816.pth,978838.625,
006817.pth,978827.375,
006818.pth,978813.625,
006819.pth,978800.375,
006820.pth,978798.125,
006821.pth,978805.6875,
006822.pth,978849.625,
006823.pth,978830.8125,
006824.pth,978825.375,
006825.pth,978829.1875,
006826.pth,978840.0,
006827.pth,978854.375,
006828.pth,978866.875,
006829.pth,978883.625,
006830.pth,978897.6875,
006831.pth,978910.125,
006832.pth,978922.625,
006833.pth,,'Ground truth not found'
006834.pth,,'Ground truth not found'
006835.pth,,'Ground truth not found'
006836.pth,,'Ground truth not found'
006837.pth,,'Ground truth not found'
006838.pth,,'Ground truth not found'
006839.pth,,'Ground truth not found'
006840.pth,,'Ground truth not found'
006841.pth,,'Ground truth not found'
006842.pth,,'Ground truth not found'
006843.pth,,'Ground truth not found'
006844.pth,,'Ground truth not found'
006845.pth,,'Ground truth not found'
006846.pth,,'Ground truth not found'
006847.pth,,'Ground truth not found'
006848.pth,978765.625,
006849.pth,978692.3125,
006850.pth,978671.875,
006851.pth,978738.125,
006852.pth,978867.5,
006853.pth,978879.8125,
006854.pth,978778.1875,
006855.pth,978706.875,
006856.pth,978679.875,
006857.pth,978691.875,
006858.pth,978722.375,
006859.pth,978802.0,
006860.pth,978750.125,
006861.pth,978742.125,
006862.pth,978722.8125,
006863.pth,978721.0,
006864.pth,978739.3125,
006865.pth,978788.1875,
006866.pth,978862.1875,
006867.pth,978912.5,
006868.pth,978858.8125,
006869.pth,978814.0,
006870.pth,978789.375,
006871.pth,978775.125,
006872.pth,978770.0,
006873.pth,978773.3125,
006874.pth,978774.8125,
006875.pth,978789.3125,
006876.pth,978862.625,
006877.pth,978828.1875,
006878.pth,978811.0,
006879.pth,978802.625,
006880.pth,978802.8125,
006881.pth,978814.0,
006882.pth,978826.375,
006883.pth,978839.3125,
006884.pth,978858.5,
006885.pth,978895.625,
006886.pth,978962.125,
006887.pth,978926.3125,
006888.pth,978897.875,
006889.pth,978872.8125,
006890.pth,978850.0,
006891.pth,978833.875,
006892.pth,978829.0,
006893.pth,978842.3125,
006894.pth,978861.375,
006895.pth,978877.5,
006896.pth,978902.8125,
006897.pth,,'Ground truth not found'
006898.pth,,'Ground truth not found'
006899.pth,,'Ground truth not found'
006900.pth,,'Ground truth not found'
006901.pth,,'Ground truth not found'
006902.pth,,'Ground truth not found'
006903.pth,,'Ground truth not found'
006904.pth,,'Ground truth not found'
006905.pth,,'Ground truth not found'
006906.pth,,'Ground truth not found'
006907.pth,,'Ground truth not found'
006908.pth,,'Ground truth not found'
006909.pth,,'Ground truth not found'
006910.pth,,'Ground truth not found'
006911.pth,,'Ground truth not found'
006912.pth,978910.625,
006913.pth,978850.3125,
006914.pth,978804.0,
006915.pth,978794.6875,
006916.pth,978855.8125,
006917.pth,978858.125,
006918.pth,978801.0,
006919.pth,978778.5,
006920.pth,978786.0,
006921.pth,978809.3125,
006922.pth,978843.6875,
006923.pth,978861.0,
006924.pth,978839.625,
006925.pth,978820.6875,
006926.pth,978804.625,
006927.pth,978796.8125,
006928.pth,978793.5,
006929.pth,978803.625,
006930.pth,978827.375,
006931.pth,978873.0,
006932.pth,978835.5,
006933.pth,978819.875,
006934.pth,978810.625,
006935.pth,978808.6875,
006936.pth,978817.375,
006937.pth,978824.375,
006938.pth,978836.875,
006939.pth,978847.3125,
006940.pth,978864.375,
006941.pth,978854.8125,
006942.pth,978846.1875,
006943.pth,978836.375,
006944.pth,978828.0,
006945.pth,978822.1875,
006946.pth,978828.375,
006947.pth,978838.6875,
006948.pth,978853.8125,
006949.pth,978875.375,
006950.pth,978931.0,
006951.pth,978902.8125,
006952.pth,978884.5,
006953.pth,978868.125,
006954.pth,978852.0,
006955.pth,978834.875,
006956.pth,978832.8125,
006957.pth,978837.1875,
006958.pth,978845.1875,
006959.pth,978854.125,
006960.pth,978867.375,
006961.pth,,'Ground truth not found'
006962.pth,,'Ground truth not found'
006963.pth,,'Ground truth not found'
006964.pth,,'Ground truth not found'
006965.pth,,'Ground truth not found'
006966.pth,,'Ground truth not found'
006967.pth,,'Ground truth not found'
006968.pth,,'Ground truth not found'
006969.pth,,'Ground truth not found'
006970.pth,,'Ground truth not found'
006971.pth,,'Ground truth not found'
006972.pth,,'Ground truth not found'
006973.pth,,'Ground truth not found'
006974.pth,,'Ground truth not found'
006975.pth,,'Ground truth not found'
006976.pth,978931.8125,
006977.pth,978916.375,
006978.pth,978854.8125,
006979.pth,978816.375,
006980.pth,978841.375,
006981.pth,978822.125,
006982.pth,978777.375,
006983.pth,978791.8125,
006984.pth,978828.0,
006985.pth,978870.625,
